perf,type,difficulty,sessionID,userID
90.0,NO,2,16,3051
55.0,NO,3,16,3051
55.0,NO,4,16,3051
100.0,DO,1,16,3051
76.47058823529412,DO,2,16,3051
64.70588235294117,DO,3,16,3051
66.66666666666667,DO,4,16,3051
93.33333333333333,SO,1,16,3051
83.33333333333333,SO,2,16,3051
81.81818181818181,SO,3,16,3051
72.72727272727273,SO,4,16,3051
95.0,NO,1,17,3051
65.0,NO,2,17,3051
80.0,NO,3,17,3051
60.0,NO,4,17,3051
94.11764705882354,DO,1,17,3051
87.5,DO,2,17,3051
70.58823529411765,DO,3,17,3051
41.666666666666664,DO,4,17,3051
94.11764705882354,SO,1,17,3051
92.85714285714286,SO,2,17,3051
81.25,SO,3,17,3051
61.53846153846154,SO,4,17,3051
85.0,NO,1,18,3051
90.0,NO,2,18,3051
45.0,NO,3,18,3051
45.0,NO,4,18,3051
75.0,DO,1,18,3051
76.47058823529412,DO,2,18,3051
64.70588235294117,DO,3,18,3051
66.66666666666667,DO,4,18,3051
100.0,SO,1,18,3051
80.0,SO,2,18,3051
75.0,SO,3,18,3051
77.77777777777777,SO,4,18,3051
85.0,NO,1,19,3051
85.0,NO,2,19,3051
50.0,NO,3,19,3051
45.0,NO,4,19,3051
82.3529411764706,DO,1,19,3051
77.77777777777777,DO,2,19,3051
58.8235294117647,DO,3,19,3051
70.58823529411765,DO,4,19,3051
78.57142857142857,SO,1,19,3051
92.85714285714286,SO,2,19,3051
83.33333333333333,SO,3,19,3051
70.0,SO,4,19,3051
65.0,NO,1,20,3051
60.0,NO,2,20,3051
70.0,NO,3,20,3051
45.0,NO,4,20,3051
78.57142857142857,DO,1,20,3051
73.6842105263158,DO,2,20,3051
68.75,DO,3,20,3051
61.53846153846154,DO,4,20,3051
100.0,SO,1,20,3051
69.23076923076923,SO,2,20,3051
75.0,SO,3,20,3051
57.142857142857146,SO,4,20,3051
100.0,NO,1,1,3053
100.0,NO,2,1,3053
85.0,NO,3,1,3053
65.0,NO,4,1,3053
100.0,DO,1,1,3053
93.75,DO,2,1,3053
75.0,DO,3,1,3053
33.333333333333336,DO,4,1,3053
100.0,SO,1,1,3053
90.0,SO,2,1,3053
100.0,SO,3,1,3053
71.42857142857143,SO,4,1,3053
100.0,NO,1,2,3053
80.0,NO,2,2,3053
65.0,NO,3,2,3053
75.0,NO,4,2,3053
100.0,DO,1,2,3053
100.0,DO,2,2,3053
100.0,DO,3,2,3053
75.0,DO,4,2,3053
100.0,SO,1,2,3053
100.0,SO,2,2,3053
100.0,SO,3,2,3053
,SO,4,2,3053
100.0,NO,1,3,3053
95.0,NO,2,3,3053
85.0,NO,3,3,3053
80.0,NO,4,3,3053
100.0,DO,1,3,3053
100.0,DO,2,3,3053
87.5,DO,3,3,3053
66.66666666666667,DO,4,3,3053
100.0,SO,1,3,3053
100.0,SO,2,3,3053
85.71428571428571,SO,3,3,3053
75.0,SO,4,3,3053
100.0,NO,1,4,3053
100.0,NO,2,4,3053
70.0,NO,3,4,3053
60.0,NO,4,4,3053
100.0,DO,1,4,3053
100.0,DO,2,4,3053
90.0,DO,3,4,3053
100.0,DO,4,4,3053
100.0,SO,1,4,3053
100.0,SO,2,4,3053
100.0,SO,3,4,3053
33.333333333333336,SO,4,4,3053
100.0,NO,1,5,3053
90.0,NO,2,5,3053
95.0,NO,3,5,3053
55.0,NO,4,5,3053
100.0,DO,1,5,3053
100.0,DO,2,5,3053
92.3076923076923,DO,3,5,3053
81.81818181818181,DO,4,5,3053
100.0,SO,1,5,3053
100.0,SO,2,5,3053
100.0,SO,3,5,3053
100.0,SO,4,5,3053
100.0,NO,1,6,3053
100.0,NO,2,6,3053
70.0,NO,3,6,3053
75.0,NO,4,6,3053
100.0,DO,1,6,3053
100.0,DO,2,6,3053
66.66666666666667,DO,3,6,3053
77.77777777777777,DO,4,6,3053
100.0,SO,1,6,3053
92.85714285714286,SO,2,6,3053
100.0,SO,3,6,3053
85.71428571428571,SO,4,6,3053
100.0,NO,1,7,3053
95.0,NO,2,7,3053
85.0,NO,3,7,3053
60.0,NO,4,7,3053
100.0,DO,1,7,3053
100.0,DO,2,7,3053
83.33333333333333,DO,3,7,3053
62.5,DO,4,7,3053
100.0,SO,1,7,3053
100.0,SO,2,7,3053
90.9090909090909,SO,3,7,3053
75.0,SO,4,7,3053
100.0,NO,1,8,3053
85.0,NO,2,8,3053
85.0,NO,3,8,3053
75.0,NO,4,8,3053
100.0,DO,1,8,3053
100.0,DO,2,8,3053
100.0,DO,3,8,3053
50.0,DO,4,8,3053
100.0,SO,1,8,3053
100.0,SO,2,8,3053
100.0,SO,3,8,3053
33.333333333333336,SO,4,8,3053
95.0,NO,1,9,3053
95.0,NO,2,9,3053
75.0,NO,3,9,3053
75.0,NO,4,9,3053
94.44444444444444,DO,1,9,3053
100.0,DO,2,9,3053
100.0,DO,3,9,3053
50.0,DO,4,9,3053
100.0,SO,1,9,3053
100.0,SO,2,9,3053
90.0,SO,3,9,3053
66.66666666666667,SO,4,9,3053
100.0,NO,1,10,3053
100.0,NO,2,10,3053
95.0,NO,3,10,3053
65.0,NO,4,10,3053
100.0,DO,1,10,3053
100.0,DO,2,10,3053
100.0,DO,3,10,3053
63.63636363636363,DO,4,10,3053
100.0,SO,1,10,3053
100.0,SO,2,10,3053
83.33333333333333,SO,3,10,3053
100.0,SO,4,10,3053
100.0,NO,1,11,3053
100.0,NO,2,11,3053
75.0,NO,3,11,3053
75.0,NO,4,11,3053
100.0,DO,1,11,3053
100.0,DO,2,11,3053
93.75,DO,3,11,3053
69.23076923076923,DO,4,11,3053
100.0,SO,1,11,3053
94.73684210526316,SO,2,11,3053
92.3076923076923,SO,3,11,3053
66.66666666666667,SO,4,11,3053
100.0,NO,1,12,3053
85.0,NO,2,12,3053
80.0,NO,3,12,3053
55.0,NO,4,12,3053
94.44444444444444,DO,1,12,3053
85.0,DO,2,12,3053
73.33333333333333,DO,3,12,3053
46.666666666666664,DO,4,12,3053
100.0,SO,1,12,3053
100.0,SO,2,12,3053
88.88888888888889,SO,3,12,3053
50.0,SO,4,12,3053
100.0,NO,1,13,3053
95.0,NO,2,13,3053
95.0,NO,3,13,3053
60.0,NO,4,13,3053
94.44444444444444,DO,1,13,3053
100.0,DO,2,13,3053
75.0,DO,3,13,3053
100.0,DO,4,13,3053
100.0,SO,1,13,3053
94.44444444444444,SO,2,13,3053
92.85714285714286,SO,3,13,3053
70.0,SO,4,13,3053
100.0,NO,1,14,3053
95.0,NO,2,14,3053
80.0,NO,3,14,3053
70.0,NO,4,14,3053
100.0,DO,1,14,3053
100.0,DO,2,14,3053
100.0,DO,3,14,3053
83.33333333333333,DO,4,14,3053
100.0,SO,1,14,3053
93.75,SO,2,14,3053
100.0,SO,3,14,3053
100.0,SO,4,14,3053
95.0,NO,1,15,3053
100.0,NO,2,15,3053
90.0,NO,3,15,3053
60.0,NO,4,15,3053
100.0,DO,1,15,3053
100.0,DO,2,15,3053
93.33333333333333,DO,3,15,3053
50.0,DO,4,15,3053
100.0,SO,1,15,3053
100.0,SO,2,15,3053
100.0,SO,3,15,3053
85.71428571428571,SO,4,15,3053
100.0,NO,1,16,3053
100.0,NO,2,16,3053
80.0,NO,3,16,3053
55.0,NO,4,16,3053
100.0,DO,1,16,3053
94.44444444444444,DO,2,16,3053
87.5,DO,3,16,3053
60.0,DO,4,16,3053
100.0,SO,1,16,3053
100.0,SO,2,16,3053
100.0,SO,3,16,3053
57.142857142857146,SO,4,16,3053
100.0,NO,1,17,3053
90.0,NO,2,17,3053
80.0,NO,3,17,3053
60.0,NO,4,17,3053
100.0,DO,1,17,3053
100.0,DO,2,17,3053
90.0,DO,3,17,3053
55.55555555555556,DO,4,17,3053
100.0,SO,1,17,3053
100.0,SO,2,17,3053
90.0,SO,3,17,3053
50.0,SO,4,17,3053
100.0,NO,1,18,3053
95.0,NO,2,18,3053
80.0,NO,3,18,3053
55.0,NO,4,18,3053
100.0,DO,1,18,3053
100.0,DO,2,18,3053
92.3076923076923,DO,3,18,3053
80.0,DO,4,18,3053
100.0,SO,1,18,3053
100.0,SO,2,18,3053
82.3529411764706,SO,3,18,3053
63.63636363636363,SO,4,18,3053
100.0,NO,1,19,3053
95.0,NO,2,19,3053
90.0,NO,3,19,3053
60.0,NO,4,19,3053
100.0,DO,1,19,3053
100.0,DO,2,19,3053
100.0,DO,3,19,3053
88.88888888888889,DO,4,19,3053
100.0,SO,1,19,3053
100.0,SO,2,19,3053
100.0,SO,3,19,3053
50.0,SO,4,19,3053
100.0,NO,1,20,3053
100.0,NO,2,20,3053
85.0,NO,3,20,3053
70.0,NO,4,20,3053
100.0,DO,1,20,3053
100.0,DO,2,20,3053
92.85714285714286,DO,3,20,3053
75.0,DO,4,20,3053
100.0,SO,1,20,3053
100.0,SO,2,20,3053
100.0,SO,3,20,3053
33.333333333333336,SO,4,20,3053
90.0,NO,1,1,3054
90.0,NO,2,1,3054
80.0,NO,3,1,3054
85.0,NO,4,1,3054
100.0,DO,1,1,3054
94.44444444444444,DO,2,1,3054
73.33333333333333,DO,3,1,3054
69.23076923076923,DO,4,1,3054
100.0,SO,1,1,3054
94.73684210526316,SO,2,1,3054
86.66666666666667,SO,3,1,3054
61.53846153846154,SO,4,1,3054
100.0,NO,1,2,3054
80.0,NO,2,2,3054
70.0,NO,3,2,3054
65.0,NO,4,2,3054
90.0,DO,1,2,3054
100.0,DO,2,2,3054
73.33333333333333,DO,3,2,3054
40.0,DO,4,2,3054
100.0,SO,1,2,3054
89.47368421052632,SO,2,2,3054
84.61538461538461,SO,3,2,3054
84.61538461538461,SO,4,2,3054
90.0,NO,1,3,3054
95.0,NO,2,3,3054
90.0,NO,3,3,3054
50.0,NO,4,3,3054
100.0,DO,1,3,3054
94.11764705882354,DO,2,3,3054
85.71428571428571,DO,3,3,3054
57.142857142857146,DO,4,3,3054
100.0,SO,1,3,3054
83.33333333333333,SO,2,3,3054
87.5,SO,3,3,3054
66.66666666666667,SO,4,3,3054
100.0,NO,1,4,3054
95.0,NO,2,4,3054
65.0,NO,3,4,3054
80.0,NO,4,4,3054
100.0,DO,1,4,3054
100.0,DO,2,4,3054
87.5,DO,3,4,3054
46.15384615384615,DO,4,4,3054
100.0,SO,1,4,3054
94.44444444444444,SO,2,4,3054
82.3529411764706,SO,3,4,3054
66.66666666666667,SO,4,4,3054
100.0,NO,1,5,3054
95.0,NO,2,5,3054
55.0,NO,3,5,3054
70.0,NO,4,5,3054
100.0,DO,1,5,3054
90.0,DO,2,5,3054
89.47368421052632,DO,3,5,3054
68.42105263157895,DO,4,5,3054
95.0,SO,1,5,3054
72.22222222222223,SO,2,5,3054
88.23529411764706,SO,3,5,3054
38.888888888888886,SO,4,5,3054
85.0,NO,1,6,3054
100.0,NO,2,6,3054
70.0,NO,3,6,3054
50.0,NO,4,6,3054
100.0,DO,1,6,3054
93.75,DO,2,6,3054
78.57142857142857,DO,3,6,3054
56.25,DO,4,6,3054
88.23529411764706,SO,1,6,3054
76.47058823529412,SO,2,6,3054
83.33333333333333,SO,3,6,3054
72.22222222222223,SO,4,6,3054
95.0,NO,1,7,3054
95.0,NO,2,7,3054
90.0,NO,3,7,3054
45.0,NO,4,7,3054
100.0,DO,1,7,3054
93.33333333333333,DO,2,7,3054
87.5,DO,3,7,3054
75.0,DO,4,7,3054
100.0,SO,1,7,3054
94.73684210526316,SO,2,7,3054
93.33333333333333,SO,3,7,3054
75.0,SO,4,7,3054
85.0,NO,1,8,3054
100.0,NO,2,8,3054
75.0,NO,3,8,3054
60.0,NO,4,8,3054
94.73684210526316,DO,1,8,3054
87.5,DO,2,8,3054
64.28571428571429,DO,3,8,3054
50.0,DO,4,8,3054
100.0,SO,1,8,3054
100.0,SO,2,8,3054
93.75,SO,3,8,3054
66.66666666666667,SO,4,8,3054
90.0,NO,1,9,3054
90.0,NO,2,9,3054
80.0,NO,3,9,3054
55.0,NO,4,9,3054
94.73684210526316,DO,1,9,3054
80.0,DO,2,9,3054
85.71428571428571,DO,3,9,3054
61.111111111111114,DO,4,9,3054
100.0,SO,1,9,3054
88.23529411764706,SO,2,9,3054
73.6842105263158,SO,3,9,3054
53.333333333333336,SO,4,9,3054
100.0,NO,1,10,3054
90.0,NO,2,10,3054
90.0,NO,3,10,3054
60.0,NO,4,10,3054
94.73684210526316,DO,1,10,3054
82.3529411764706,DO,2,10,3054
68.75,DO,3,10,3054
58.8235294117647,DO,4,10,3054
94.73684210526316,SO,1,10,3054
100.0,SO,2,10,3054
84.21052631578948,SO,3,10,3054
62.5,SO,4,10,3054
100.0,NO,1,11,3054
100.0,NO,2,11,3054
75.0,NO,3,11,3054
70.0,NO,4,11,3054
94.73684210526316,DO,1,11,3054
100.0,DO,2,11,3054
85.71428571428571,DO,3,11,3054
81.81818181818181,DO,4,11,3054
95.0,SO,1,11,3054
100.0,SO,2,11,3054
83.33333333333333,SO,3,11,3054
78.57142857142857,SO,4,11,3054
100.0,NO,1,12,3054
95.0,NO,2,12,3054
80.0,NO,3,12,3054
45.0,NO,4,12,3054
94.73684210526316,DO,1,12,3054
93.75,DO,2,12,3054
91.66666666666667,DO,3,12,3054
50.0,DO,4,12,3054
84.21052631578948,SO,1,12,3054
89.47368421052632,SO,2,12,3054
73.6842105263158,SO,3,12,3054
78.57142857142857,SO,4,12,3054
85.0,NO,1,13,3054
85.0,NO,2,13,3054
75.0,NO,3,13,3054
50.0,NO,4,13,3054
100.0,DO,1,13,3054
93.75,DO,2,13,3054
93.33333333333333,DO,3,13,3054
66.66666666666667,DO,4,13,3054
100.0,SO,1,13,3054
90.0,SO,2,13,3054
100.0,SO,3,13,3054
78.57142857142857,SO,4,13,3054
100.0,NO,1,14,3054
90.0,NO,2,14,3054
80.0,NO,3,14,3054
70.0,NO,4,14,3054
100.0,DO,1,14,3054
94.11764705882354,DO,2,14,3054
71.42857142857143,DO,3,14,3054
54.54545454545455,DO,4,14,3054
100.0,SO,1,14,3054
100.0,SO,2,14,3054
100.0,SO,3,14,3054
53.333333333333336,SO,4,14,3054
90.0,NO,1,15,3054
95.0,NO,2,15,3054
90.0,NO,3,15,3054
60.0,NO,4,15,3054
100.0,DO,1,15,3054
94.44444444444444,DO,2,15,3054
82.3529411764706,DO,3,15,3054
84.61538461538461,DO,4,15,3054
100.0,SO,1,15,3054
100.0,SO,2,15,3054
92.3076923076923,SO,3,15,3054
50.0,SO,4,15,3054
95.0,NO,1,16,3054
100.0,NO,2,16,3054
90.0,NO,3,16,3054
60.0,NO,4,16,3054
100.0,DO,1,16,3054
89.47368421052632,DO,2,16,3054
94.11764705882354,DO,3,16,3054
46.15384615384615,DO,4,16,3054
100.0,SO,1,16,3054
90.0,SO,2,16,3054
65.0,SO,3,16,3054
73.6842105263158,SO,4,16,3054
100.0,NO,1,17,3054
90.0,NO,2,17,3054
80.0,NO,3,17,3054
75.0,NO,4,17,3054
100.0,DO,1,17,3054
86.66666666666667,DO,2,17,3054
80.0,DO,3,17,3054
50.0,DO,4,17,3054
100.0,SO,1,17,3054
100.0,SO,2,17,3054
76.47058823529412,SO,3,17,3054
64.28571428571429,SO,4,17,3054
100.0,NO,1,18,3054
100.0,NO,2,18,3054
85.0,NO,3,18,3054
45.0,NO,4,18,3054
95.0,DO,1,18,3054
94.73684210526316,DO,2,18,3054
80.0,DO,3,18,3054
55.55555555555556,DO,4,18,3054
100.0,SO,1,18,3054
85.0,SO,2,18,3054
94.44444444444444,SO,3,18,3054
57.89473684210526,SO,4,18,3054
95.0,NO,1,19,3054
90.0,NO,2,19,3054
75.0,NO,3,19,3054
55.0,NO,4,19,3054
100.0,DO,1,19,3054
100.0,DO,2,19,3054
81.81818181818181,DO,3,19,3054
30.76923076923077,DO,4,19,3054
100.0,SO,1,19,3054
95.0,SO,2,19,3054
88.88888888888889,SO,3,19,3054
64.28571428571429,SO,4,19,3054
100.0,NO,1,20,3054
95.0,NO,2,20,3054
80.0,NO,3,20,3054
60.0,NO,4,20,3054
100.0,DO,1,20,3054
100.0,DO,2,20,3054
93.75,DO,3,20,3054
56.25,DO,4,20,3054
94.44444444444444,SO,1,20,3054
94.73684210526316,SO,2,20,3054
75.0,SO,3,20,3054
70.58823529411765,SO,4,20,3054
70.0,NO,1,1,3055
70.0,NO,2,1,3055
80.0,NO,3,1,3055
50.0,NO,4,1,3055
65.0,DO,1,1,3055
75.0,DO,2,1,3055
55.0,DO,3,1,3055
60.0,DO,4,1,3055
52.94117647058823,SO,1,1,3055
75.0,SO,2,1,3055
55.55555555555556,SO,3,1,3055
50.0,SO,4,1,3055
80.0,NO,1,2,3055
90.0,NO,2,2,3055
75.0,NO,3,2,3055
70.0,NO,4,2,3055
90.0,DO,1,2,3055
90.0,DO,2,2,3055
70.0,DO,3,2,3055
50.0,DO,4,2,3055
90.0,SO,1,2,3055
91.66666666666667,SO,2,2,3055
80.0,SO,3,2,3055
66.66666666666667,SO,4,2,3055
90.0,NO,1,3,3055
80.0,NO,2,3,3055
70.0,NO,3,3,3055
80.0,NO,4,3,3055
89.47368421052632,DO,1,3,3055
89.47368421052632,DO,2,3,3055
66.66666666666667,DO,3,3,3055
53.84615384615385,DO,4,3,3055
88.88888888888889,SO,1,3,3055
100.0,SO,2,3,3055
80.0,SO,3,3,3055
66.66666666666667,SO,4,3,3055
95.0,NO,1,4,3055
90.0,NO,2,4,3055
85.0,NO,3,4,3055
60.0,NO,4,4,3055
95.0,DO,1,4,3055
80.0,DO,2,4,3055
86.66666666666667,DO,3,4,3055
64.70588235294117,DO,4,4,3055
100.0,SO,1,4,3055
92.3076923076923,SO,2,4,3055
72.72727272727273,SO,3,4,3055
75.0,SO,4,4,3055
95.0,NO,1,5,3055
80.0,NO,2,5,3055
70.0,NO,3,5,3055
60.0,NO,4,5,3055
100.0,DO,1,5,3055
92.85714285714286,DO,2,5,3055
78.57142857142857,DO,3,5,3055
50.0,DO,4,5,3055
100.0,SO,1,5,3055
91.66666666666667,SO,2,5,3055
83.33333333333333,SO,3,5,3055
25.0,SO,4,5,3055
95.0,NO,1,6,3055
90.0,NO,2,6,3055
80.0,NO,3,6,3055
55.0,NO,4,6,3055
100.0,DO,1,6,3055
92.85714285714286,DO,2,6,3055
90.9090909090909,DO,3,6,3055
62.5,DO,4,6,3055
90.0,SO,1,6,3055
100.0,SO,2,6,3055
100.0,SO,3,6,3055
75.0,SO,4,6,3055
75.0,NO,1,7,3055
80.0,NO,2,7,3055
65.0,NO,3,7,3055
60.0,NO,4,7,3055
100.0,DO,1,7,3055
76.92307692307692,DO,2,7,3055
81.81818181818181,DO,3,7,3055
45.45454545454545,DO,4,7,3055
90.9090909090909,SO,1,7,3055
92.3076923076923,SO,2,7,3055
83.33333333333333,SO,3,7,3055
33.333333333333336,SO,4,7,3055
90.0,NO,1,8,3055
75.0,NO,2,8,3055
65.0,NO,3,8,3055
50.0,NO,4,8,3055
94.11764705882354,DO,1,8,3055
86.66666666666667,DO,2,8,3055
86.66666666666667,DO,3,8,3055
88.88888888888889,DO,4,8,3055
92.3076923076923,SO,1,8,3055
88.88888888888889,SO,2,8,3055
75.0,SO,3,8,3055
80.0,SO,4,8,3055
100.0,NO,1,9,3055
95.0,NO,2,9,3055
60.0,NO,3,9,3055
65.0,NO,4,9,3055
94.11764705882354,DO,1,9,3055
100.0,DO,2,9,3055
100.0,DO,3,9,3055
75.0,DO,4,9,3055
100.0,SO,1,9,3055
100.0,SO,2,9,3055
100.0,SO,3,9,3055
100.0,SO,4,9,3055
90.0,NO,1,10,3055
85.0,NO,2,10,3055
70.0,NO,3,10,3055
40.0,NO,4,10,3055
94.11764705882354,DO,1,10,3055
87.5,DO,2,10,3055
83.33333333333333,DO,3,10,3055
50.0,DO,4,10,3055
93.75,SO,1,10,3055
100.0,SO,2,10,3055
87.5,SO,3,10,3055
75.0,SO,4,10,3055
95.0,NO,1,11,3055
80.0,NO,2,11,3055
85.0,NO,3,11,3055
75.0,NO,4,11,3055
94.44444444444444,DO,1,11,3055
94.11764705882354,DO,2,11,3055
90.0,DO,3,11,3055
40.0,DO,4,11,3055
93.75,SO,1,11,3055
92.85714285714286,SO,2,11,3055
71.42857142857143,SO,3,11,3055
40.0,SO,4,11,3055
90.0,NO,1,12,3055
85.0,NO,2,12,3055
90.0,NO,3,12,3055
70.0,NO,4,12,3055
100.0,DO,1,12,3055
100.0,DO,2,12,3055
80.0,DO,3,12,3055
83.33333333333333,DO,4,12,3055
93.33333333333333,SO,1,12,3055
93.33333333333333,SO,2,12,3055
91.66666666666667,SO,3,12,3055
71.42857142857143,SO,4,12,3055
90.0,NO,1,13,3055
85.0,NO,2,13,3055
80.0,NO,3,13,3055
55.0,NO,4,13,3055
100.0,DO,1,13,3055
76.47058823529412,DO,2,13,3055
85.71428571428571,DO,3,13,3055
53.84615384615385,DO,4,13,3055
100.0,SO,1,13,3055
93.75,SO,2,13,3055
77.77777777777777,SO,3,13,3055
80.0,SO,4,13,3055
95.0,NO,1,14,3055
90.0,NO,2,14,3055
55.0,NO,3,14,3055
65.0,NO,4,14,3055
95.0,DO,1,14,3055
88.88888888888889,DO,2,14,3055
76.92307692307692,DO,3,14,3055
69.23076923076923,DO,4,14,3055
93.75,SO,1,14,3055
100.0,SO,2,14,3055
76.92307692307692,SO,3,14,3055
50.0,SO,4,14,3055
80.0,NO,1,15,3055
70.0,NO,2,15,3055
70.0,NO,3,15,3055
55.0,NO,4,15,3055
75.0,DO,1,15,3055
81.25,DO,2,15,3055
60.0,DO,3,15,3055
57.142857142857146,DO,4,15,3055
77.77777777777777,SO,1,15,3055
94.11764705882354,SO,2,15,3055
71.42857142857143,SO,3,15,3055
55.55555555555556,SO,4,15,3055
65.0,NO,1,16,3055
80.0,NO,2,16,3055
80.0,NO,3,16,3055
65.0,NO,4,16,3055
82.3529411764706,DO,1,16,3055
93.33333333333333,DO,2,16,3055
78.57142857142857,DO,3,16,3055
58.333333333333336,DO,4,16,3055
82.3529411764706,SO,1,16,3055
85.71428571428571,SO,2,16,3055
64.28571428571429,SO,3,16,3055
